dataType,dataName,devicetypes,elementTypes,section,page,order,attachTo,type,title,question,notes,units,required,hidden,protected,dontsend,requiresConfirmation,ignoreDefault,minutes,photo,commentTitle,ifExpr,defaultExpr,passfailExpr,failtext,options,columns,legacyId
acceptance,nRads,hiu,,Central Heating Setup,,16.42,,number,Number of radiators,How many radiators are there?,,,true,false,false,false,true,false,1,,,'{{typeEmitter}}'=='radiator'  || '{{typeEmitter}}'=='mixed',,,,,,121
acceptance,typeTRV,hiu,,Central Heating Setup,,16.43,,select,Radiator flow control,What types of TRVs are used?,,,true,false,false,false,true,false,0.5,,,'{{typeEmitter}}'=='radiator' || '{{typeEmitter}}'=='mixed',,,,"[{""title"":""Basic TRV, with no presetting"",""value"":""basic TRV""},{""title"":""Pre-settable TRV"",""value"":""presettable TRV""},{""title"":""Pressure-independent pre-settable TRV"",""value"":""PICV TRV""},{""title"":""None, isolation only"",""value"":""isolation""}]",,122
acceptance,typeRTL,hiu,,Central Heating Setup,,16.44,,select,Radiator return control,Are return temperature limit valves fitted to radiators?,,,true,false,false,false,true,false,0.5,,,'{{typeEmitter}}'=='radiator' || '{{typeEmitter}}'=='mixed',,,,"[{""title"":""Return temperature control"",""value"":""RTL""},{""title"":""None, isolation only"",""value"":""isolation""}]",,123
acceptance,typeRoomStat,hiu,,Central Heating Setup,,16.45,,text,Room thermostat,Make and model of room thermostat?,,,true,false,false,false,true,false,0.5,,,'{{typeHTG}}'!='None',,,,,,124
acceptance,voltageRoomStat,hiu,,Central Heating Setup,,16.46,,select,Room thermostat volt-free,In the room thermostat volt-free switching?,,,true,false,false,false,true,false,0,,,'{{typeRoomStat}}',,,,"[{""title"":""Volt-Free"",""value"":""Yes""},{""title"":""Mains Voltage"",""value"":""No""}]",,125
acceptance,relayRoomStat,hiu,,Central Heating Setup,,16.47,,select,Room thermostat relay,Is a relay fitted to provide volt-free switching to the HIU?,,,true,false,false,false,true,false,1,,,false,,,,"[{""title"":""Yes"",""value"":""Yes""},{""title"":""No"",""value"":""No""}]",,126
acceptance,unswitchedFusedSpur,hiu,,Initial Checks,,19.02,,passfail,Unswitched Fused Spur,Is there an unswitched fused spur?,,,true,false,false,false,true,false,0.5,,,true,,,The power supply spur is not fused and unswitched.,,,127
acceptance,labelledFusedSpur,hiu,,Initial Checks,,19.03,,passfail,Labelled Fused Spur,Is the fused spur labelled?,,,true,false,false,false,true,false,0.5,,,true,,,,,,128
acceptance,3AFusedSpur,hiu,,Initial Checks,,19.04,,passfail,3 Amp Fused Spur,Is there a 3A fuse in the fused spur?,,,true,false,false,false,true,false,2,,,true,,,,,,129
acceptance,checkCasing,hiu,,Initial Checks,,19.05,,boolean,HIU Casing,Is the HIU casing fitted correctly upon arrival?,,,true,false,false,false,true,false,0.5,HIU Casing,,true,,,,,,130
acceptance,allOff1,hiu,,Initial Checks,,19.06,,select,Check All Off,Please ensure heating is turned off and no taps are running.,,,true,false,false,false,true,false,0.5,,,'{{typeHTG}}'!='None',,,,"[{""title"":""Done"",""value"":""Done""}]",,131
acceptance,ufhOverheat,hiu,,Initial Checks,,19.061,,boolean,Underfloor Heating Overheat Protection,Is the hot flow to the underfloor heating manifold fitted with a manual reset overheat cut-out?,,,true,false,false,false,true,false,0.5,,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,132
acceptance,ufhLabelled,hiu,,Initial Checks,,19.062,,boolean,Underfloor Heating Labelling,Are the underfloor heating zones and actuators labelled with their position on manifold?,,,true,false,false,false,true,false,0.5,UFH Manfold,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,133
acceptance,metersAccessible,"hiu, ciu",,Initial Checks,,19.063,,passfail,Heat Meters Accessible,Can the heat meter(s) be easily accessed by occupants?,,,true,false,false,false,true,false,0.5,,,true,,,,"[{""title"":""Yes"",""value"":""OK""},{""title"":""Not accessible"",""value"":""No access""},{""title"":""Hard to access"",""value"":""Hard to access""}]",,134
acceptance,mainsStopcock,hiu,,Initial Checks,,19.064,,text,Cold Mains Stopcock,Please record position of mains stopcock.,,,true,false,false,false,true,false,0.5,,,true,,,,,,135
acceptance,primaryInsulation,hiu,,Initial Checks,,19.065,,text,Primary Insulation,What thickness and type of insulation is fitted to primary pipework?,Please include notes on defects in insulation.,,true,false,false,false,true,false,0.5,,,true,,,,,,136
acceptance,pipeworkFixed,hiu,,Initial Checks,,19.066,,boolean,Pipework Fastened,Are all pipes securely supported and fastened?,Please take a photo of defects.,,true,false,false,false,true,false,0.5,Loose Pipework,,true,,,,,,137
acceptance,removeCasing,"hiu, ciu",,Initial Checks,,19.067,,boolean,Remove Casing,Please remove the HIU casing.,,,true,false,false,false,true,false,1,HIU with Casing Off,,true,,,,"[{""title"":""Done"",""value"":""Done""}]",,138
acceptance,signsOfLeaks,"hiu, ciu",,Initial Checks,,19.068,,text,Leaks on Pipework,Are there any signs of leaks or water damage on pipework or in HIU?,Please describe in detail.,,true,false,false,false,true,false,1,Leaks in pipework,,true,,,,,,139
acceptance,checkHeatMeter,"hiu, ciu",,Initial Checks,,19.069,,boolean,Heat Meter,Is the Heat Meter working?,,,true,false,false,false,true,false,1,Heat meter,,true,,,,,,140
acceptance,checkFlushingBypass,"hiu, ciu",,Initial Checks,,19.07,,select,Flushing Bypass,Confirm (visually) that the flushing bypass is in closed position.,"If in open or isolated position, please close the bypass and enable flow to the HIU.",,true,false,false,false,true,false,0.5,,,true,,,,"[{""title"":""Bypass is closed"",""value"":""Closed""},{""title"":""Bypass found bypassing, now closed"",""value"":""Bypass Closed""},{""title"":""No Flushing Bypass"",""value"":""Not fitted""}]",,141
acceptance,checkPrimaryStrainer,"hiu, ciu",,Initial Checks,,19.071,,select,Check Primary Strainer,Isolate HIU and check if the primary strainer is clean.,Follow correct process for isolating & draining HIU. Safely store and label any debris found in the strainer for later testing.,,true,false,false,false,true,false,3,Strainer Condition,,true,,,,"[{""title"":""Strainer is clear"",""value"":""Clear""},{""title"":""Strainer had minor debris"",""value"":""Minor debris""},{""title"":""Strainer had significant debris"",""value"":""Significant debris""},{""title"":""Strainer blocked"",""value"":""Blocked""}]",,142
acceptance,checkTestPoints,hiu,,Initial Checks,,19.072,,boolean,Differential Pressure Test Points,Are there test points for measuring the Primary Differential Pressure?,,,true,false,false,false,true,false,0.5,,,true,,,,,,143
acceptance,hiuModel,"hiu, ciu",,Initial Checks,,19.073,,text,HIU Make and Model,What is the make and model of HIU?,,,true,false,false,false,true,false,0.5,,,true,,,,,,144
acceptance,serialHIU,"hiu, ciu",,Initial Checks,,19.074,,text,HIU Serial Number,Please give the HIU Serial Number.,,,true,false,false,false,true,false,1,HIU data badge,,true,,,,,,145
acceptance,serialHeatMeter,"hiu, ciu",,Initial Checks,,19.075,,text,Heat Meter Serial Number,Please give the Heat Meter Serial Number.,,,true,false,false,false,true,false,1,,,true,,,,,,146
acceptance,makeModelHeatMeter,"hiu, ciu",,Initial Checks,,19.076,,text,Heat Meter Make and Model,Please give the Heat Meter Make and Model.,,,true,false,false,false,true,false,0.5,,,true,,,,,,147
acceptance,manufacturer,unvented_cylinder,,Initial Checks,,19.09,,text,Cylinder Make,What is the make of cylinder?,,,true,false,false,false,true,false,0.5,,,true,,,,,,18
acceptance,model,unvented_cylinder,,Initial Checks,,19.1,,text,Cylinder Model,What is the model of cylinder?,,,true,false,false,false,true,false,0.5,,,true,,,,,,19
acceptance,storageVolume,unvented_cylinder,,Initial Checks,,19.11,,text,Cylinder Volume,What is the volume of the cylinder?,,,true,false,false,false,true,false,0.5,,,true,,,,,,20
acceptance,serialCyl,unvented_cylinder,,Initial Checks,,19.12,,text,Cylinder Serial Number,Please give the Cylinder Serial Number.,,,true,false,false,false,true,false,0,Cylinder data badge,,true,,,,,,22
acceptance,locationCyl,unvented_cylinder,,Initial Checks,,19.13,,text,Cylinder Location,Where is the cylinder located,,,true,false,false,false,true,false,0,,,true,Utility cupboard in hallway,,,,,23
acceptance,limescaleReducerFitted,"unvented_cylinder, hiu",,Initial Checks,,19.14,,boolean,Limescale Reducer Fitted,Is a limescale reducer fitted ?,,,true,false,false,false,true,false,0.5,,,true,,,,,,24
acceptance,systemVolume,hiu,,Central Heating Flushing,,25.02,,text,Central Heating Volume,What is the volume of the central heating system?,,litres,true,false,false,false,true,false,1,,,'{{typeHTG}}'!='None',,,,,,217
acceptance,makeCleansingAgent,hiu,,Central Heating Flushing,,25.024,,text,Cleansing Agent,What is the make of cleansing agent used?,,,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None',,,,,,218
acceptance,systemCleansed,hiu,,Central Heating Flushing,,25.025,,boolean,Central Heating Chemically Cleansed,Chemically cleanse the central heating using {{makeCleansingAgent}} and confirm.,,,true,false,false,false,true,false,30,,,'{{makeCleansingAgent}}'!='',,,,,,219
acceptance,heatingFlushed,hiu,,Central Heating Flushing,,25.1,,boolean,Central Heating Flushed,Has the central heating been flushed?,,,true,false,false,false,true,false,100,,,'{{typeHTG}}'!='None',,,,,,216
acceptance,heatingStrainerClean,hiu,,Central Heating Flushing,,25.2,,boolean,Central Heating Strainer Clean,Is the central heating strainer clean?,,,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None',,,,,,234
acceptance,makeInhibitor,hiu,,Central Heating Flushing,,25.5,,text,Inhibitor Make,What is the type of inhibitor used?,,,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None',,,,,,222
acceptance,litresInhibitor,hiu,,Central Heating Flushing,,25.51,,text,Inhibitor Volume Added,What volume of inhibitor (litres) has been added?,,litres,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None',,,,,,221
acceptance,systemTreated,hiu,,Central Heating Flushing,,25.52,,boolean,System Chemically Treated,Chemically treat the central heating with {{litresInhibitor}} litres of {{makeInhibitor}} inhibitor and confirm.,,,true,false,false,false,true,false,10,,,'{{typeHTG}}'!='None',,,,,,226
acceptance,pHTGFill,hiu,,Central Heating Flushing,,25.54,,number,Fill Central Heating Pressure,Refill the central heating and confirm pressure below.,Please read from available pressure gauge.,bar,true,false,false,false,true,false,4,,,'{{typeHTG}}'=='PHEx',,,,,,235
acceptance,waterSamplesTaken,hiu,,Central Heating Flushing,,25.55,,boolean,Water Samples Taken,Take water samples from the central heating been and confirm.,,,true,false,false,false,true,false,5,,,'{{typeHTG}}'!='None',,,,,,220
acceptance,adeyProChecked,hiu,,Central Heating Flushing,,25.6,,boolean,Adey Pro-Checked,"Has the ADEY Pro Check been sampled, downloaded, and attached as a photo?",,,true,false,false,false,true,false,30,Adey Results,,'{{typeHTG}}'!='None',,,,,,223
acceptance,heatingLeakFree,hiu,,Central Heating Flushing,,25.8,,boolean,Central Heating Free from Leaks,Is the heating free from leaks and holding pressure?,Fix leaks where possible.,,true,false,false,false,true,false,0,,,'{{typeHTG}}'=='PHEx',,,,,,236
acceptance,kwh1,"hiu, ciu",,Initial Heat Meter Readings,,27.01,,number,"Initial Readings, Meter Energy",What is current Energy (kWh) reading on the heat meter?,"Press the button on the meter until it shows kWh or MWh.  If the units are in MWh, please multiply by 1000 (move decimal 3 places right) to convert to KWh.",kWh,true,false,false,false,true,false,1,Meter Serial & kWh,,'{{checkHeatMeter}}'=='true',,,,,,148
acceptance,m31,"hiu, ciu",,Initial Heat Meter Readings,,27.02,,number,"Initial Readings, Meter Volume",What is current Volume(m3) reading on the heat meter?,Press the button on the meter until it shows m3.,m3,true,false,false,false,true,false,0,,,'{{checkHeatMeter}}'=='true',,,,,,149
acceptance,opTime,"hiu, ciu",,Initial Heat Meter Readings,,27.03,,number,"Initial Readings, Operating Time",What is operating time on the heat meter (in hours) ?,Press the button on the meter until it shows hours.,hours,true,false,false,false,true,false,0,,,'{{checkHeatMeter}}'=='true',,,,,,150
acceptance,m3h1,"hiu, ciu",,Initial Heat Meter Readings,,27.04,,number,"Initial Readings, Meter Flow Rate",What is highest Flow Rate / Volume Flow on the heat meter over 1 minute?,"Press the button on the meter until it shows lph, m3h or m3/h. Watch the reading for 1 minute to see the highest reading.  If the units are in lph (litres/hour) please divide by 1000 (move decimal 3 places left) to convert to m3/h.",m3/h,true,false,false,false,true,false,1,,,'{{checkHeatMeter}}'=='true',,,,,,151
acceptance,kw1,"hiu, ciu",,Initial Heat Meter Readings,,27.05,,number,"Initial Readings, Meter Power",What is current Power (kW) on the heat meter?,Press the button on the meter until it shows kW.,kW,true,false,false,false,true,false,0,,,'{{checkHeatMeter}}'=='true',,,,,,152
acceptance,tF1,"hiu, ciu",,Initial Heat Meter Readings,,27.06,,number,"Initial Readings, Meter Flow Temperature",What is current Flow Temperature on the heat meter?,Press the button on the meter until it shows tF or tFlow.,°C,true,false,false,false,true,false,0,,,'{{checkHeatMeter}}'=='true',,,,,,153
acceptance,tR1,"hiu, ciu",,Initial Heat Meter Readings,,27.07,,number,"Initial Readings, Meter Return Temperature",What is current Return Temperature on the heat meter?,Press the button on the meter until it shows tR or tRtn.,°C,true,false,false,false,true,false,0,,,'{{checkHeatMeter}}'=='true',,,,,,154
acceptance,makeControl,unvented_cylinder,,Immersion Controls,,29.1,,text,Time Controller Make,What is the make of time controller for immersions?,,,true,false,false,false,true,false,0,,,true,,,,,,25
acceptance,modelControl,unvented_cylinder,,Immersion Controls,,29.11,,text,Time Controller Model,What is the model of time controller for immersions?,,,true,false,false,false,true,false,0,,,true,,,,,,26
acceptance,setupControllerTimes,unvented_cylinder,,Immersion Controls,,29.12,,boolean,Setup Times,Has the time control been setup with correct times?,,,true,false,false,false,true,false,0,,,true,,,,,,27
acceptance,settingImmersionStat,unvented_cylinder,,Immersion Controls,,29.13,,text,Temperature Setting of Immersion Heaters,What setting are the immersion heaters set to?,,,true,false,false,false,true,false,0,Immersion thermostat,,true,,,,,,28
acceptance,immersionsBothOn,unvented_cylinder,,Immersion Controls,,29.14,,boolean,Setup Times,Have both immersion heater been operated simultaneously?,,,true,false,false,false,true,false,0,,,true,,,,,,29
acceptance,pCWS,"unvented_cylinder, hiu",,Mains Pressure Systems,,30,,text,Incoming Cold Water Pressure,What is the pressure of the incoming mains cold water?,,,true,false,false,false,true,false,0,,,true,,,,,,30
acceptance,locationCombiValve,unvented_cylinder,,Mains Pressure Systems,,31,,text,Position of Combination Valve,Where is the combination valve located?,,,true,false,false,false,true,false,0,,,true,Next to cylinder,,,,,31
acceptance,cleanCombiValve,unvented_cylinder,,Mains Pressure Systems,,32,,boolean,Clean Combination Valve,Has the strainer within the combination valve been cleaned of debris?,,,true,false,false,false,true,false,0,,,true,true,,,,,32
acceptance,flushedCylinder,unvented_cylinder,,Unvented Systems,,32.5,,boolean,Hot water cylinder drained and flushed,Has the hot water cylinder been drained and flushed of all debris?,,,true,false,false,false,true,false,0,,,true,,,,,,62
acceptance,safeCylinderInstall,unvented_cylinder,,Unvented Systems,,33,,boolean,Installed Safe and Secure,Is the unvented cylinder installed in a manner where it is safe and secure?,,,true,false,false,false,true,false,0,,,true,true,,,,,33
acceptance,safetyControlsInstall,unvented_cylinder,,Unvented Systems,,34,,boolean,Installed Safety Controls Correctly,Have the temperature and pressure relief and expansion valves been installed as per manufacturers instructions?,,,true,false,false,false,true,false,0,,,true,true,,,,,34
acceptance,tundishInstall,unvented_cylinder,,Unvented Systems,,35,,boolean,Tundish Installed Vertical in Space,Is the Tundish installed vertically and within same space as cylinder?,,,true,false,false,false,true,false,0,,,true,true,,,,,35
acceptance,lengthD1,unvented_cylinder,,Unvented Systems,,36,,number,Length of D1 discharge pipework,What is the length of D1 discharge pipework in mm ?,,,true,false,false,false,true,false,0,,,true,400mm,{{lengthD1}}<600,,,,36
acceptance,lengthD1Below600,unvented_cylinder,,Unvented Systems,,37,,boolean,D1 Length Below 600mm,Is the D1  length below 600mm in total?,,,true,false,false,false,true,false,0,,,true,true,,,,,37
acceptance,lengthD2,unvented_cylinder,,Unvented Systems,,38,,number,Length of D2 discharge pipework,What is the length of D2 discharge pipework in mm ?,,,true,false,false,false,true,false,0,,,true,2m,,,,,38
acceptance,lengthD2Drop300,unvented_cylinder,,Unvented Systems,,39,,passfail,D2 Length 300mm Before Elbow,Is there a minimum of 300mm D2 length before first elbow?,,,true,false,false,false,true,false,0,,,true,true,,,,,39
acceptance,trapInstall,unvented_cylinder,,Unvented Systems,,40,,boolean,Waterless Waste Trap Vertical,Is the waterless waste trap installed vertically?,,,true,false,false,false,true,false,0,,,true,true,,,,,40
acceptance,supportD2,unvented_cylinder,,Unvented Systems,,41,,boolean,D2 Pipework Clipped at 300mm,Is D2 pipework clipped at intervals of 300mm?,,,true,false,false,false,true,false,0,,,true,true,,,,,41
acceptance,rechargedExpansion,unvented_cylinder,,Unvented Systems,,42,,boolean,Cylinder internal expansion recharged,Has the Cylinder internal expansion been recharged?,,,true,false,false,false,true,false,0,,,true,,,,,,42
acceptance,isToilet,"bathroom, ensuite, wc",,"Bathroom, {{device}}",,45,,boolean,Bathroom fitted with toilet,Is there a toilet in bathroom {{device}} ?,,,false,false,false,false,true,false,0,,,true,,,,,,249
acceptance,tmvBasin,bathroom,,Bathroom Basin,,48,,boolean,Bathroom Basin TMV,Is the bathroom basin fitted with a TMV?,,,false,false,false,false,true,false,0.5,,,true,,,,,,247
acceptance,tmvBasinLocation,bathroom,,Bathroom Basin,,49,,text,Bathroom Basin TMV Location,What is the location of the bathroom basin TMV?,,,true,false,false,false,true,false,0,,,'{{tmvBasin}}'=='true',,,,,,49
acceptance,tmvBasinMakeModel,bathroom,,Bathroom Basin,,50,,text,Bathroom Basin TMV Make and Model,What is the Make and Model of the bathroom basin TMV?,,,true,false,false,false,true,false,0,,,'{{tmvBasin}}'=='true',,,,,,50
acceptance,tmvBasinType,bathroom,,Bathroom Basin,,51,,text,Bathroom Basin TMV Certification Scheme,What is the Certificate Scheme of the bathroom basin TMV?,,,true,false,false,false,true,false,0,,,'{{tmvBasin}}'=='true',,,,,,51
acceptance,tDHWBasin,bathroom,,Bathroom Basin,,52,,number,Bathroom Basin Tap Temperature,What is the temperature of the bathroom basin hot tap after 2 minutes?,A temperature probe is required for this step. Leave tap running for next stages. The target temperature is 41°C.,°C,true,false,false,false,true,false,2,,,true,,,,,,52
acceptance,tDHWBasinMaintained,bathroom,,Bathroom Basin,,53,,passfail,Bathroom Basin Tap Temperature Maintained,Is the temperature of the bathroom basin hot tap steady?,,,true,false,false,false,true,false,1,,,true,,,,,,53
acceptance,fDHWBasin,bathroom,,Bathroom Basin,,54,,number,Bathroom Basin Tap Flow Rate,"What is the flow rate of the bathroom basin tap with hot fully open, in litres/minute?",A wier cup is required for this step.,ltr/min,true,false,false,false,true,false,0.5,,,true,,,,,,54
acceptance,failsafeBasin,bathroom,,Bathroom Basin,,55,,passfail,Bathroom Basin Tap Fail Safe,Does the bathroom basin tap fail safe when CWS is isolated?,,,true,false,false,false,true,false,1,,,'{{tmvBasin}}'=='true',,,,,,55
acceptance,p1,hiu,,System Checks,,60.021,,number,"Initial Readings, Static Primary Flow Pressure","Please measure and record the primary pressure in bar, in the flow.",This will require a digital manometer.,bar,true,false,false,false,true,false,1,,,'{{checkTestPoints}}'=='true',,,,,,239
acceptance,p2,hiu,,System Checks,,60.022,,number,"Initial Readings, Static Primary Return Pressure","Please measure and record the primary pressure in bar, in the return.",This will require a digital manometer.,bar,true,false,false,false,true,false,1,,,'{{checkTestPoints}}'=='true',,,,,,238
acceptance,dp1,hiu,,System Checks,,60.03,,number,"Initial Readings, Differential Pressure",Please measure and record the primary differential pressure in kPa.,This will require a digital manometer. <br>1 bar = 100 kPa.,kPa,true,false,false,false,true,false,0,Testo DP Readings,,'{{p1}}'!='' && '{{p2}}'!='',{{dp1calc}},,,,,155
acceptance,pHTG1,hiu,,System Checks,,60.04,,number,"Initial Readings, Central Heating Pressure",What is the central heating pressure?,Please read from available pressure gauge.,bar,true,false,false,false,true,false,0.5,,,'{{typeHTG}}'=='PHEx',,{{pHTG1}}>0 && {{pHTG1}}<3,,,,156
acceptance,checkFLoop1,hiu,,System Checks,,60.05,,passfail,Check Filling Loop,Please confirm the central heating filling loop is functional.,Is an adapter fitted to the HIU filling connection for the filling loop?,,true,false,false,false,true,false,0.5,,,'{{typeHTG}}'=='PHEx',,,,,,157
acceptance,checkPumpOff,hiu,,System Checks,,60.1,,boolean,Check Pump Off,Please confirm the central heating pump is turned off.,,,true,false,false,false,true,false,0,,,'{{pumpHTG}}'=='Fitted',,,,,,158
acceptance,makePump,hiu,,System Checks,,60.11,,text,Pump Make,Please enter the make of the central heating pump.,,,true,false,false,false,true,false,0.5,,,'{{pumpHTG}}'=='Fitted',,,,,,159
acceptance,modelPump,hiu,,System Checks,,60.12,,text,Pump Model,Please enter the model of the central heating pump.,,,true,false,false,false,true,false,0,,,'{{pumpHTG}}'=='Fitted',,,,,,160
acceptance,serialPump,hiu,,System Checks,,60.13,,text,Pump Serial Number,Please enter the serial number of the central heating pump.,,,true,false,false,false,true,false,0,,,'{{pumpHTG}}'=='Fitted',,,,,,161
acceptance,pumpFree,hiu,,System Checks,,60.131,,passfail,Pump Free and Bled,Please confirm the pump moves freely and is bled of air.,,,false,false,false,false,true,false,1,,,'{{pumpHTG}}'=='Fitted',,,,,,251
acceptance,programmerDateTimeCorrect,hiu,,System Checks,,60.14,,passfail,Check Programmer Times,"Please confirm the programmer date and time settings are correct, adjusting as necessary.",,,true,false,false,false,true,false,3,,,'{{typeHTG}}'!='None',,,,,,162
acceptance,primaryStrainerClean,hiu,,System Checks,,60.145,,passfail,Primary Strainer Clean,Is the primary strainer clean?,,,false,false,false,false,true,false,5,,,true,,,,,,252
acceptance,bleedHIU,hiu,,System Checks,,60.15,,select,Bleed air from HIU,Bleed air out of HIU heat exchangers using points provided.,Refer to HIU instructions. <br><br><img src='https://heatweb.b-cdn.net/sites/eon/wb_hiu_schematic.png' style='max-width:99%'>,,true,false,false,false,true,false,2,,,'{{productGroup}}'=='Worcester Bosch',,,,"[{""title"":""Done"",""value"":""Done""},{""title"":""Not Possible"",""value"":""Not Possible""}]",,163
acceptance,settingDPCV,hiu,,System Checks,,60.2,,text,DPCV Setting,What is the setting on the DPCV Valve?,Primary Differential Pressure Control Valve,,true,false,false,false,true,false,1,DPCV Setting,,'{{productGroup}}'.indexOf('SAV')>-1 || '{{productGroup}}'.indexOf('Worcester')>-1,,,,,,233
acceptance,ufhOverheatStatTested,hiu,,System Checks,,60.3,,passfail,UFH Overheat Tested,Test the UFH overheat thermostat turns off heating when it is turned down until it clicks.,,,true,false,false,false,true,false,3,,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,240
acceptance,ufhOverheatStatFitted,hiu,,System Checks,,60.31,,passfail,UFH Overheat Fitted,Ensure the overheat thermostat is set to 55°C and securely fixed to pipework.,,,true,false,false,false,true,false,2,Overheat Thermostat,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,241
acceptance,pHTG2,hiu,,Initial Fixes,,61,,number,Top-up Heating Pressure,Top up the central heating pressure to 2 bar. Record pressure below.,Use the provided filling loop.,bar,true,false,false,false,true,false,3,,,('{{typeHTG}}'=='PHEx') && ({{pHTG1}}<1.5),,,,,,166
